Vendor Code,Name of vendor,Street,City
805440,T A AMARASENA,37/77 ALAGALLA,VAVNIYAWA
805441,A H PIYASENA,37/77 ALAGALLA,VAVNIYAWA
805442,H H PIYASENA,37/77 MAHAMAILANKULAMA,VAVNIYAVA
805443,T P THILAKARATHNA,37/77 MAHAMAILANKULAMA,VAVNIYAVA
805444,T A CHANDRANI,37/77 MAHAMAILANKULAMA,VAVNIYAVA
805445,S C U SIRISENA,37/77 PUDUBULANKULAMA,VAVNIYAVA
805446,S WIMALASIRI,107 IHALAWATIYAWA,NOCHCHIYAGAMA
805447,S B JEBANESAN,7 PUNTHOTTAM,VAVNIYAVA
805448,L M CHANDRASIRI,345 DIULEWEWA,DIULEGODA
805449,H M K KUSUMAWATHI,67 RATHTHODAGAMA,AMBAGAHEWEWA
805450,W PREMADASA,15  ALAGOLLEWA,VAVUNIYA
805451,G THILAKASIRI SOYSA,15 THEERAWEGAMA,VAVUNIYA
805452,G D I GUNASEKARA,15 MAGICHCHAWE,ATAWEERAGALLAWE
805453,G A NANDAWATHI,15 THEERAWEGAMA,VAVUNIYA
805454,I D KUMARATHUNGE,15 MAHAMAILANKULAMA,VAVNIYAVA
805455,P B GAMINI RAJAPAKSHA,4 ALUTHGAMA,ALAGOLLEWA
805456,N PIYADASA,4 MADAYA PARATHIKULAMA,VAVUNIYA
805457,SANJEEWA GUNAPALA,4 ARUGAMPULELIYA,VAVUNIYA
805458,M J SALAHUDEEN,4 NERIYAKULAM,VAVUNIYA
805459,A JARIKINA,4 NERIYAKULAM,NOCHCHIYAGAMA
805460,M T NALEEMA,4 MAHASIYABALAGALKADA,NERIYAKULAMA
805461,A J M NAFEEL,4 MAHASIYABALAGALKADA,NERIYAKULAMA
805462,V YOGARASA,4 NEDUNKERNY,VAVUNIYA
805463,R SUBAJINI,4 NEDUNKERNY,VAVUNIYA
805464,T MOKANATHASH,4 NEDUNKERNY,VAVUNIYA
805465,P KOKILAM,4 MAKARAMPAIKULAM,VAVUNIYA
805466,S SELVAM,4 MADUKARAI,NANATTAN
805467,H M THAHIR,4 NERIYAKULAM,VAVUNIYA
805468,N NAGOORKANI,4 NERIYAKULAM,VAVUNIYA
805469,F MUNAISHA,4 NERIYAKULAM,VAVUNIYA
805470,A K SAMURDEEN,4 NERIYAKULAM,VAVUNIYA
805471,S WIJERATHNE,4 PERIYAULUKKULAMA,VAVUNIYA
805472,T S SWARNALATHA,110 PERIYANKULAMA,VAVUNIYA
805473,U B DASANAYAKE,110 LB JANAPADAYA,VAVUNIYA
805474,S N C SUGATHAPLA,110 NERIYANKULAM,VAVUNIYA
805475,T B WIJESIRI,110 NERIYAKULAMA,VAVUNIYA
805476,K R J SILVA,110 THISAWEWA,ANURADHAPURA
805477,D P RANJANI,110 NERIYAKULAMA,VAVUNIYA
805478,DINESH SIRIWARDENE,110 KALASIYABALAWE,NERIYAKULAMA
805479,DARMASENAGE ROHINI,110 KALASIYABALAWE,VAVUNIYA
805480,H C S DABARE,110 MADUKANDA,VAVUNIYA
805481,M J M JAYAWARDENA,110 ULUKKULAMA,MARADANMADUWA
805482,S INDRIYAPALA,110 MARADANMADUWA,NERIYAKULAMA
805483,K UPATHISSA,110 MARADANMADUWA,NERIYAKULAMA
805484,U S P K UPATHISSA,110 MARADANMADUWA,NERIYAKULAMA
805485,G R M GUNAWARDENA,110 MINHETTIGAMA,NERIYAKULAMA
805486,P ANULA,546 THAMMANNA ALAWAKA,NERIYAKULAMA
805487,Y D K YASARATHNE,546 MINHETTIGAMA,NERIYAKULAMA
805488,S S DISANAYAKA,546 MARADANMADUWA,NERIYAKULAMA
805489,P A S NALINDA RANJITH,546 MARADANMADUWA,NERIYAKULAMA
805490,G DAYAWATHI,546 MARADANMADUWA,NERIYAKULAMA
805491,K C KUSUMSIRI,546 MARADANMADUWA,NERIYAKULAMA
805492,P SIRIWARDENA,546 MARADANMADUWA,NERIYAKULAMA
805493,W G R DAMAYANTHI,546 MARADANMADUWA,NERIYAKULAMA
805494,P J THENNNAKON,546 MARADANMADUWA,NERIYAKULAMA
805495,H D DISSANAYAKA,546 MARADANMADUWA,NERIYAKULAMA
805496,G N DAMAYANTHI,546 MARADANMADUWA,NERIYAKULAMA
805497,Y D K YASARATHNE,546 MINHETTIGAMA,NERIYAKULAMA
805498,P SAMARASINGHE,NO.45 MINHETTIGAMA,NERIYAKULAMA
805499,R DAYAWATHI,NO.45 MINHETTIGAMA,NERIYAKULAMA
805500,P R UDAYAPALA,NO.45 KUDAHALMILLAWA,PUNAWA
805501,M SWARNALATHA,NO.45 MINHETTIGAMA,NERIYAKULAMA
805502,R CHAMPA SUBASHINI,NO.45 MINHETTIGAMA,NERIYAKULAMA
805503,D MADUSHAN WIJESINGHE,NO.45 MARADANMADUWA,NERIYAKULAMA
805504,A P K SENAVIRATHNE,NO.45 MARADANMADUWA,NERIYAKULAMA
805505,G S DISSANAYAKA,NO.45 MARADANMADUWA,NERIYAKULAMA
805506,S N SUBASINGHE,NO.45 MARADANMADUWA,NERIYAKULAMA
805507,J D INDUMATHI,NO.45 MARADANMADUWA,NERIYAKULAMA
805508,A P S ABEYSEKARA,NO.45 MARADANMADUWA,NERIYAKULAMA
805509,R JAYAWARDENA,NO.45 MINHETTIGAMA,NERIYAKULAMA
805510,P S THENNAKON,NO.45 MINHETTIGAMA,NERIYAKULAMA
805511,G P SANJAYA,NO.45 MARADANMADUWA,NERIYAKULAMA
805512,J T S JAYAWARDENA,NO.45 MINHETTIGAMA,NERIYAKULAMA
805513,G G U K GHANARATHNE,NO.45 MARADANMADUWA,NERIYAKULAMA
805514,M K D MANATHUNGA,NO.45 MINHETTIGAMA,NERIYAKULAMA
805515,U GNANARATHNE,49 PANSALWATTA,WATTE GEDARA
805516,D B GNANARATHNE,49 MARADANMADUWA,NERIYAKULAMA
805517,U KUMARASINGHE,49 MARADANMADUWA,NERIYAKULAMA
805518,W B SUDARSHANI,49 THATTUWAGEI,NERIYAKULAMA
805519,J AMITHALATHA,49 MARADANMADUWA,NERIYAKULAMA
805520,DINADASAGE DAYAWATHI,49 MARADANMADUWA,NERIYAKULAMA
805521,A S KUMUDUNI,49 THAMMANNA ALAWAKA,NERIYAKULAMA
805522,U S KUSUMSIRI,49 MARADANMADUWA,NERIYAKULAMA
805523,D ELANGARATHNE,49 THAMMANNA ALAWAKA,NERIYAKULAMA
805524,M UPALI SENAVIRATHNE,49 MARADANMADUWA,NERIYAKULAMA
805525,M PIYASIRI,49 MINHETTIKULAMA,NERIYAKUALAMA
805526,M V KUSUMAWATHI,49 MARADANMADUWA,NERIYAKULAMA
805527,J M S S EKANAYAKA,49 IPULWAHARA,VAVUNIYAVA
805528,H PIYARATHNE,418 THAMMANNA ALAWAKA,NERIYAKULAMA
805529,M RAMYALATHA,418 MARADANMADUWA,NERIYAKULAMA
805530,U SUBASINGHE,418 MARADANMADUWA,NERIYAKULAMA
805531,M H N K THISERA,418 MARADANMADUWA,NERIYAKULAMA
805532,P P UDAYA KUMARA,418 MARADANMADUWA,NERIYAKULAMA
805533,R B KUMARA,418 MARADANMADUWA,NERIYAKULAMA
805534,K C NILANTHI,418 BANDARANAYAKA ROAD,PADAVIYA
805535,S KUSUMSIRI,418 MARADANMADUWA,NERIYAKULAMA
805536,R T H DISANAYAKA,418 MARADANMADUWA,NERIYAKULAMA
805537,M V G CHANDRALATHA,418 MARADANMADUWA,NERIYAKULAMA
805538,J H N JAYATHILAKA,418 KEDEWA,ANURADHAPURA
805539,S WICKRAMASINGHE,418 MARADANMADUWA,NERIYAKULAMA
805540,R R GUNANDA WADUGE,418 PUDUKKULAMA,NERIYAKULAMA.
805541,D M R WIMALASIRI,418 MARADANMADUWA,NERIYAKULAMA
805542,E D K SUNETHRA SENARATHNE,418 MARADANMADUWA,NERIYAKULAMA
805543,D B SIRISENA,418 MARADANMADUWA,NERIYAKULAMA
805544,K R SENEVIRATHNE,418 MARADANMADUWA,NERIYAKULAMA
805545,I I DISSANAYAKA,418 MARADANMADUWA,NERIYAKULAMA
805546,H D T BASNAYAKA,418  ISSINBASSAGAMA,MEDAWACHCHIYA
805547,J SUMANADASA,418 MARADANMADUWA,NERIYAKULAMA
805548,G C GUNARATHNE,418 MARADANMADUWA,NERIYAKULAMA
805549,P W K SENEVIRATHNE,418 MARADANMADUWA,NERIYAKULAMA
805550,A THILAKAWATHI,418 MARADANMADUWA,NERIYAKULAMA
805551,J KUSUMAWATHI,418 MARADANMADUWA,NERIYAKULAMA
805552,W INDIKA DISSANAYAKA,418 MARADANMADUWA,NERIYAKULAMA
805553,H B ABEYRATHNE,418 MARADANMADUWA,NERIYAKULAMA
805554,J SHIROMI DISSANAYAKE,418 MARADANMADUWA,NERIYAKULAMA
805555,U B SOMAWATHI,418 MARADANMADUWA,NERIYAKULAMA
805556,W N WICKRAMAPALA,418 MARADANMADUWA,NERIYAKULAMA
805557,U B DISSANAYAKE,418 MARADANMADUWA,NERIYAKULAMA
805558,D ANANDA,418 THAMMANNA ALAWAKA,NERIYAKULAMA
805559,N G NISHANI THENNAKOON,418 MARADANMADUWA,NERIYAKULAMA
805560,D RANASINGHE,418 MARADANMADUWA,NERIYAKULAMA
805561,P K DISSANAYAKE,418 MARADANMADUWA,NERIYAKULAMA
805562,W CHINTHAKA WIJERATHNE,418 MARADANMADUWA,NERIYAKULAMA
805563,A KEERTHIRATHNE,418 MINHETTIGAMA,NERIYAKULAMA
805564,D M P P S DISSANAYAKE,418 MARADANMADUWA,NERIYAKULAMA
805565,S C DISSANAYAKE,418 MARADANMADUWA,NERIYAKULAMA
805566,T GUNARATHNE,418 MARADANMADUWA,NERIYAKULAMA
805567,D M A M WIJERATHNE,418 MARADANMADUWA,NERIYAKULAMA
805568,N PIYASENA,418 MARADANMADUWA,NERIYAKULAMA
805569,G R KUMARA THENNAKOON,418 MARADANMADUWA,NERIYAKULAMA
805570,H KRISHANTHI UPULSIRI,418 MARADANMADUWA,NERIYAKULAMA
805571,U B DARMADASA,418 MARADANMADUWA,NERIYAKULAMA
805572,U B SENAPALA,418 MARADANMADUWA,NERIYAKULAMA
805573,U B DHARMASOORIYA,418 MARADANMADUWA,NERIYAKULAMA
805574,D C DAMAYANTHI DISSANAYAKE,418 MARADANMADUWA,NERIYAKULAMA
805575,D M DEEPTHI KUSUMLATHA,418 MARADANMADUWA,NERIYAKULAMA
805576,D MADURAWATHI,418 MARADANMADUWA,NERIYAKULAMA
805577,M MANATHUNGA,418 MINHETTIGAMA,NERIYAKULAMA
805578,M ASHOKA THENNAKOON,418 MARADANMADUWA,NERIYAKULAMA
805579,S W KUMARA THENNAKOON,418 MARADANMADUWA,NERIYAKULAMA
805580,H L S HERATH,418 MARADANMADUWA,NERIYAKULAMA
805581,R M DISSANAYAKA,418 MINHETTIGAMA,NERIYAKULAMA
805582,B P CHANDRADASA,418 MINHETTIGAMA,NERIYAKULAMA
805583,J RATHNAYAKA,418 MINHETTIGAMA,NERIYAKULAMA
805584,R G KARUNAWATHI,418 MINHETTIGAMA,NERIYAKULAMA
805585,R WICKRAMASIRI,418 MINHETTIGAMA,NERIYAKULAMA
805586,R P A KUMARASINGHE,418 MARADANMADUWA,NERIYAKULAMA
805587,U B CHANDRIKA KALUWILA,418 MARADANMADUWA,NERIYAKULAMA
805588,T B SUMANAWATHI,418 MARADANMADUWA,NERIYAKULAMA
805589,A JANITHASINGHE,418 MARADANMADUWA,NERIYAKULAMA
805590,P NANDAWATHI,418 THAMMANNA ALAWAKA,NERIYAKULAMA
805591,M A JAYASEKARA,418 MINHETTIGAMA,NERIYAKULAMA
805592,K B SENAVIRATHNA,418 MARADANMADUWA,NERIYAKULAMA
805593,L R JAYASINGHE,418 MARADANMADUWA,NERIYAKULAMA
805594,R P DISSANAYAKE,418 MARADANMADUWA,NERIYAKULAMA
805595,K RUPASINGHE,418 MARADANMADUWA,NERIYAKULAMA
805596,S A RASIKA RASANGANI,418 MARADANMADUWA,NERIYAKULAMA
805597,K B SIRIWARDENA,418 THAMMANNA ALAWAKA,NERIYAKULAMA
805598,W MAHINDA RAJAPAKSA,418 MINHETTIGAMA,NERIYAKULAMA
805599,U NANDASENA,418 THAMMANNA ALAWAKA,NERIYAKULAMA
805600,M JAYAKODI,418 MINHETTIGAMA,NERIYAKULAMA
805601,T PREMARATHNE,418 THAMMANNA ALAWAKA,NERIYAKULAMA
805602,R SEPALIKA,418 MINHETTIGAMA,NERIYAKULAMA
805603,J N HANSAJITH,418 MARADANMADUWA,NERIYAKULAMA
805604,R JAYALATHA,418 MINHETTIGAMA,NERIYAKULAMA
805605,H WIJEYAWARDENA,418 MARADANMADUWA,NERIYAKULAMA
805606,S C DISSANAYAKA,418 MARADANMADUWA,NERIYAKULAMA
805607,R  SANJEEWANI RANATHUNGA,418 MARADANMADUWA,NERIYAKULAMA
805608,K I KARUNARATHNE,418 MINHETTIGAMA,NERIYAKULAMA
805609,S KUMARI JAYAWARDHANA,418 THAMMANNA ALAWAKA,NERIYAKULAMA
805610,D M J A CHINTHANA,418 MARADANMADUWA,NERIYAKULAMA
805611,P S S PIYASENA,418 MARADANMADUWA,NERIYAKULAMA
805612,U SHANTHIHAMI,418 MARADANMADUWA,NERIYAKULAMA
805613,P WICKRAMAPALA,418 MINHETTIGAMA,NERIYAKULAMA
805614,U SIRIWARDHANA,418 MARADANMADUWA,NERIYAKULAMA
805615,T M J THENNAKOON,418 MARADANMADUWA,NERIYAKULAMA
805616,W I N ARIYARATHNE,418 MARADANMADUWA,NERIYAKULAMA
805617,I P AMARASINGHE,418 MARADANMADUWA,NERIYAKULAMA
805618,S R WICKRAMARATHNE,418 MARADANMADUWA,NERIYAKULAMA
805619,K KUMARATHEVAN,418 POOVARASANKULAM,VAVUNIYA
805620,M RAVINDRAN,418 POOVARASANKULAM,VAVUNIYA
805621,A KONESALINGAM,418 POOVARASANKULAM,VAVUNIYA
805622,S PIRAIYALAN,418 ARALY WEST,VADDUKOODDAI
805623,T PUHPARAJA,418 ARALY WEST,VADDUKOODDAI
805624,R SUBAJINITHEEVI,418 ARALY WEST,VADDUKOODDAI
805625,V NAGENTHIRAN,418 NELUKKULAM,VAVUNIYA
805626,G.V.S.SENARATHNA,NAMINIGAMA,PERAKANATHTHA
805627,U.G.M.BANDA,NO 249 BOGASWEWA,BOGASWEWA
805628,W.M.PEMALATHA,NO 168 MAHAULPATHA,BOGASWEWA
805629,M.G.N.T.BANDA,NO 152 YAYA 07,BOGASWEWA
805630,V.N.KUMARA,NO 153 YAYA 07,BOGASWEWA
805631,E.M.A.B.EKANAYAKA,NO 33 YAYA 05,BOGASWEWA
805632,A.G.A.N.K.SENAVIRATHNA,NO 208 YAYA 05,BOGASWEWA
805633,K.G.MUDIYANSE,NO 208 YAYA 05,BOGASWEWA
805634,S.M.T.BANDA,NO 272 DIMUTHUGAMA,BOGASWEWA
805635,M.G.D.K.MASWELA,NO 50 BAMUNAKOTUWA,BOGASWEWA
805636,R.M.G.RATHNAYAKA,NO 50 GAMUNUPURA,BOGASWEWA
805637,G.H.G.D.MANIKE,NO 156 RATHMALTHANNA,BOGASWEWA
805638,S.W.M.D.M.R.RAJAKUMARASIRI,NO 120 YOUNGAMA,BOGASWEWA
805639,M.R.R.CHANDRASENA,NO 85 YOUNGAMA,BOGASWEWA
805640,J.M.D.BANDA,NO 59 YOUNGAMA,BOGASWEWA
805641,D.N.R.JAYALATH,NO 85/2 YAYA 06,BOGASWEWA
805642,W.M.C.R.BANDARA,NO 131/1 YAYA 06,BOGASWEWA
805643,S.G.A.M.KUMARA,NO 43 YAYA 05,BOGASWEWA
805644,A.G.R.PREMALATHA,H 6 RATHMALTHANNA,BOGASWEWA
805645,H.M.S.H.BANDARA,NO 38 YOUNGAMA,BOGASWEWA
805646,K.A.SUGATH,NO 07/A YAYA 06,BOGASWEWA
805647,K.W.G.N.M.BANDARA,NO 22 YAYA 07,BOGASWEWA
805648,J.D.K.JAYALATH,NO 35 7 KANUWA,BOGASWEWA
805649,K.W.G.S.GUNASINGHA,NO 227 ZD ROAD,BOGASWEWA
805650,A.A.A.KUMARI,NO 56 GAMUNUPURA,BOGASWEWA
805651,V.K.PRIYANKA,NO 80 YAYA 06,BOGASWEWA
805652,S.V.M.H.S.K.A.WIJEWICKRAMA,NO 30 YAYA 06,BOGASWEWA
805653,H.M.N.BANDARA,NO 80 YAYA 06,BOGASWEWA
805654,S.W.M.S.S.A.WIJEWICKRAMA,NO 83 YAYA 06,BOGASWEWA
805655,R.G.W.KUMUDUNI,NO 83 YAYA 06,BOGASWEWA
805656,V.W.KUMARA,NO 141/1 YAYA 06,BOGASWEWA
805657,G.W.L.PREMATHILAKA,NO 25 RATHMALTHANNA,BOGASWEWA
805658,P.G.C.BANDARA MANIKE,NO 08  YAYA 08,BOGASWEWA
805659,D.M.J.P.DISSANAYAKA,NO 141  YAYA 08,BOGASWEWA
805660,H.M.BISSOMANIKE,NO 62  YAYA 08,BOGASWEWA
805661,R.G.DAYARATHNA,NO 106/4  YAYA 06,BOGASWEWA
805662,A.M.A.B.ATHAPATHTHU,NO 93  YAYA 06,BOGASWEWA
805663,K.N.M.SAMARAWEERA,NO 43  GAMUNUPURA,BOGASWEWA
805664,K.SAMARAWEERA,NO 43  GAMUNUPURA,BOGASWEWA
805665,K.I.N.SAMARAWEERA,NO 43  GAMUNUPURA,BOGASWEWA
805666,P.Y.BANDARA,NO 119/3  YAYA 07,BOGASWEWA
805667,D.M.M.D.WICKRAMA ARACHCHI,NO 119/3  YAYA 07,BOGASWEWA
805668,A.K.L.P.KUMARA,NO 18 YAYA 07,BOGASWEWA
805669,K.B.S.J.KARIYAWASAM,NO 70/2  YAYA 07,BOGASWEWA
805670,R.A.S.SAMARAWICKRAMA,NO 65  YAYA 08,BOGASWEWA
805671,P.G.D.BANDARAMANIKE,NO 142 YAYA 07,BOGASWEWA
805672,A.M.N.BANDARA,NO 8/A  YAYA 08,BOGASWEWA
805673,K.M.M.KOTHALAWALA,NO 8/A  YAYA 08,BOGASWEWA
805674,N.M.U.G.C.S.B.UDOWITA,NO 8/A YAYA 08,BOGASWEWA
805675,N.M.U.G.A.UDOWITA,NO 8/A  YAYA 08,BOGASWEWA
805676,M.G.ANULAWATHI,NO 06  MADAGAMA,BOGASWEWA
805677,N.M.U.G.A.R.B.UDOWITA,NO 8/A YAYA 08,BOGASWEWA
805678,S.W.I.C.SILVA,NO 14  GIRIPOKUNA,BOGASWEWA
805679,W.A.KUSUMAWATHI,NO 14  GIRIPOKUNA,BOGASWEWA
805680,M.A.A.D.MUNASINGHA,NO 26 PARATHUMGAMA,BOGASWEWA
805681,H.M.G.S.BANDARA,NO 84  YOUNGAMA,BOGASWEWA
805682,J.M.SRIYAWATHI,NO 49  GAMUNUPURA,BOGASWEWA
805683,R.M.N.P.RATHNAYAKA,NO 44 GAMUNUPURA,BOGASWEWA
805684,K.N.JAYASURIYA,NO 02 SOMAWATHI ROAD,SERUNUWARA RB-03
805685,S.A.U.SAMARATHUNGA,NO 09 JANAUDANAGAMA,SERUNUWARA RB-03
805686,W.A.GUNAWARDHANA,NO 170 SUMEDHANKARAPARA,SERUNUWARA RB-03
805687,B.W.JEMINIKA,NO 170 SUMEDHANKARAPARA,SERUNUWARA RB-03
805688,W.D.W.GUNAWARDHANA,NO 170 SUMEDHANKARAPARA,SERUNUWARA RB-03
805689,M.M.DINGIRIMANIKE,NO 5 A NEW TOWN,SERUNUWARA RB-03
805690,W.WIMALAWATHI,NO 287 RB03,SERUNUWARA RB-03
805691,S.THURSHANTHI,NO 287 RB03,SALPITHIGAMA
805692,D.M.W.G.N.L.DISSANAYAKA,NO 99 SANDAMADULLA,SALPITHIGAMA
805693,H.M.M.P.DISSANAYAKA,NO 99 SANDAMADULLA,SALPITHIGAMA
805694,W.M.E.G.S.BANDA,NO 59 SANDAMADULLA,SALPITHIGAMA
805695,G.GUNAPALA,NO 176 SALPITHIGAMA,SALPITHIGAMA
805696,B.M.A.KUMARA,NO 179 SALPITHIGAMA,SALPITHIGAMA
805697,S.H.V.G.G.ANGO,NO 179 SALPITIGAMA,SALPITHIGAMA
805698,S.M.K.G.PUNCHIBANDA,NO 288 NUWARAGALA,SALPITHIGAMA
805699,H.M.M.K.HERATH,NO 25 NUWARAGALA,SALPITHIGAMA
805700,M.G.LOKUBANDA,NO 25 AKKARAKALAGAMA,MARAKA
805701,M.G.U.S.BANDARA,NO 25 AKKARAKALAGAMA,MARAKA
805702,A.W.W.I.D.WIJESOORIYA,NO 25 WEHERAGALAGAMA,MARAKA
805703,M.G.R.P.KUMARI,NO 25 KUBUKANDANA,MARAKA
805704,M.G.S.K.JAYATHISSA BANDA,NO 25 AKKARAKALAGAMA,MARAKA
805705,W.M.G.WEERASEKARA,NO 25 MADAKANDA,MARAKA
805706,M.G.KARUNARATHNA,NO 25 KUBUKANDANA,MARAKA
805707,R.M.A.N.BANDARA,NO 25 AKKARAKALAGAMA,MARAKA
805708,T.W.WIMALASOORIYA,NO 132 DIBULANA,DIBULANA
805709,M.G.L.HERATH MANIKE,NO 132 NAMINIGAMA,NAMINIGAMA
805710,Y.G.PIYADASA,NO 132 NAMINIGAMA,NAMINIGAMA
805711,M.G.G.J.BANDA,NO 486/2 NAMINIGAMA,NAMINIGAMA
805712,W.A.DAMAYANTHI,NO 486/2 NAMINIGAMA,NAMINIGAMA
805713,Y.M.P.G.WIJERATHNA,NO 486/2 NAMINIGAMA,NAMINIGAMA
805714,T.G.K.HERATH MANIKE,NO 486/2 WIJAYAGAMA,NAMINIGAMA
805715,W.M.G.P.K.WEERASEKARA,NO 438 WIJAYAGAMA,NAMINIGAMA
805716,Y.A.G.SUNIL,NO 438 WIJAYAGAMA,NAMINIGAMA
805717,U.G.N.BANDA,NO 438 WIJAYAGAMA,NAMINIGAMA
805718,J.P.G.N.DHAMMIKA,NO 131 NAMINIGAMA,NAMINIGAMA
805719,A.G.DISSANAYAKA,NO 41 NAMINIGAMA,NAMINIGAMA
805720,H.M.J.MALANI,NO 41 GAGASIRIGAMA,NAMINIGAMA
805721,H.M.BISSOMANIKE,NO 41 GAGASIRIGAMA,NAMINIGAMA
805722,H.M.W.BANDA,NO 41 GAGASIRIGAMA,NAMINIGAMA
805723,L.A.G.J.PERERA,NO 41 GAGASIRIGAMA,NAMINIGAMA
805724,Y.M.R.S.KUMARI,NO 41 GAGASIRIGAMA,NAMINIGAMA
805725,R.D.WICKRAMASINGHE,NO 42 PERAKANATHTHA,NAMINIGAMA
805726,E.G.SOMARATHNA,NO 22 IMADUWA YAYA,NAMINIGAMA
805727,K.M.G.PODIMANIKE,NO 22 NAMINIGAMA,NAMINIGAMA
805728,R.W.D.T.ANURUDDHIKA,NO 22 NAMINIGAMA,NAMINIGAMA
805729,A.G.C.EKANAYAKA,NO 22 NAMINIGAMA,NAMINIGAMA
805730,R.G.S.BANDARA,NO 57 NAMINIGAMA,NAMINIGAMA
805731,W.G.SIRIYALATHA,NO 57 NAMINIGAMA,NAMINIGAMA
805732,K.G.S.BANDA,NO 57 NAMINIGAMA,NAMINIGAMA
805733,A.G.J.S.RAJAGURUBANDA,NO 57 NAMINIGAMA,NAMINIGAMA
805734,W.M.RAMYALATHA,NO 57 NAMINIGAMA,NAMINIGAMA
805735,K.G.W.BANDA,NO 57 NAMINIGAMA,NAMINIGAMA
805736,G.V.L.THILAKASIRI,NO 57 NAMINIGAMA,NAMINIGAMA
805737,A M JAYATHILAKA,SINHAGIRI ROAD,KURUNEGALA
805738,S A ABEYGUNAWARDANA,MONARAGALA ROAD,MONARAGALA
805739,S.THILAKARANI,NO 165,PANAMA.
805740,T.A.S.WAPURANAWELA,NO 8/11 NO 165,PANAMA
805741,W.M.V.KUMARI,NO 7/59 NO 165,PANAMA
805742,S.RAJALOJANI,NO 196 NO 165,PANAMA
805743,A.S.PRIYANGANI,NO 8/102 NO 165,PANAMA
805744,U.K.R.UDAYANGANI,NO 7/11/1C NO 165,PANAMA
805745,C.G.WIMALARATHNA,NO 8/3 NO 165,PANAMA
805746,P.H.PRIYADARSHANI,NO 63/5 NO 165,PANAMA
805747,P.N.MALKUMARI,NO 197 NO 165,PANAMA
805748,W.M.B.KARUNAWANSHA,NO 8/71 NO 165,PANAMA
805749,K.DAYARATHNE,NO 7/24 NO 165,PANAMA
805750,R.A.RAMYALATHA,NO 6/73 NO 165,PANAMA
805751,C.R.MANAWASINGHE,NO 7/11/1B NO 165,PANAMA
805752,J.SOORASINGHE,NO 7/8 NO 165,PANAMA
805753,G.N.PRIYADARSHIKA,NO 7/394 NO 165,PANAMA
805754,P.CHANDRAWATHI,NO 7/11/2 NO 165,PANAMA
805755,W.MAYURAWATHI,48 MILE PO NO 165,PANAMA
805756,P.M.L.VIOLET,NO 149 NO 165,PANAMA
805757,S.AMARAWATHI,NO 8/49 B NO 165,PANAMA
805758,K.N.RASANJALI,NO 7/18 NO 165,PANAMA
805759,W.M.A.DAYANI,NO 8/13/5 NO 165,PANAMA
805760,D.D.S.SHANTHA,NO 7/15 NO 165,PANAMA
805761,H.A.SUMANAWATHY,NO 7/11 A NO 165,PANAMA
805762,G.SAROSADEVI,NO 7/11 NO 165,PANAMA
805763,S.M.PREMALATHA,NO 8/4/1 NO 165,PANAMA.
805764,D.N.SHYAMALEE,NO 7/14/1 NO 165,PANAMA
805765,K.JAYAWARDANA,NO 8/75 NO 165,PANAMA
805766,S.A.S.JAYALATH,NO 7/17/1 NO 165,PANAMA
805767,S.S.PUSHPALATHA,NO 7/17/1 NO 165,PANAMA
805768,S.SHANTHI,NO 8/7 A NO 165,PANAMA
805769,R.SOMAWATHI,NO 8/44/1 NO 165,PANAMA
805770,P.WIJETHILAKA,NO 7/37 NO 165,PANAMA
805771,R.D.NISANSALA,NO 7/14 NO 165,PANAMA
805772,K.B.C.DILHANI,NO 8/145/1 NO 165,PANAMA
805773,C.P.KARUNARATHNA,NO 8/64/1 NO 165,PANAMA
805774,P.K.PREMARATHNA,24 ELA NO 165,PANAMA
805775,K.G.SENANAYAKA,NO 8/126 NO 165,PANAMA
805776,T.JAYACHITHRAN,NO 8/126 NO 165,PANAMA
805777,W.J.SAMANLATHA,NO 8/126 NO 165,PANAMA
805778,H.ARIYAWATHEY,NO 8/126 POST OFFICE ROAD,PANAMA
805779,A.RANJITH,NO 8/126 SARVODAYA ROAD,PANAMA
805780,W.M.C.DISSANAYAKA,NO 8/126 SARVODAYA ROAD,PANAMA
805781,G.CHANDRALATHA,NO 8/126 SARVODAYA ROAD,PANAMA
805782,S.CHANDRAWATHI,NO 8/126 SARVODAYA ROAD,PANAMA
805783,K.N.RENUKA,NO 8/126 SARVODAYA ROAD,PANAMA
805784,J.E.ARIYASINGHE,NO 8/126 ALAYADI ROAD,PANAMA.
805785,S.SIRISENA,NO 8/126 ALAYADI ROAD,PANAMA.
805786,J.C.EKANAYAKA,NO 8/126 POST OFFICE ROAD,PANAMA
805787,I.RAJESWARI,NO 8/126 ALAYADI ROAD,PANAMA
805788,H.DANAWATHI,NO 8/126 OLD POST OFFICE ROAD,PANAMA
805789,K.KARUNADASA,NO 8/126 OLD POST OFFICE ROAD,PANAMA
805790,A.NUWANSIRI,NO 8/126 KORAIKALAPU ROAD,PANAMA
805791,W.DAYARATHNA,NO 8/126 ALAYADI ROAD,PANAMA
805792,D.A.DAYARATHNA,NO 8/126 POST OFFICEROAD,PANAMA
805793,W.L.MANIKE,NO 8/126 OLD POST OFFICE ROAD,PANAMA
805794,S.SUMANARATHNA,NO 8/126 OLD POST OFFICE ROAD,PANAMA
805795,R.J.RATHNAYAKE,NO 8/126 SANGAMAN VILLAGE,PANAMA
805796,R.A.S.R.KUMARA,NO 8/126 SANGAMAN VILLAGE,PANAMA
